;vars1;vars2;cramer_corr;actuacion;nivel;Identificador_pregunta
2686;educacion;tttom;0,100291;Toma de decisiones;todos 2;tttom
2687;ypro;tttom;0,097809;Toma de decisiones;todos 2;tttom
2688;ttlid;tttom;0,092134;Toma de decisiones;todos 2;tttom
2689;ylid;tttom;0,091398;Toma de decisiones;todos 2;tttom
2690;ycox;tttom;0,090552;Toma de decisiones;todos 2;tttom
2691;nrit;tttom;0,085201;Toma de decisiones;todos 2;tttom
2692;genero;tttom;0,078549;Toma de decisiones;todos 2;tttom
2693;yrel;tttom;0,077972;Toma de decisiones;todos 2;tttom
2694;yret;tttom;0,069285;Toma de decisiones;todos 2;tttom
2695;nret;tttom;0,067986;Toma de decisiones;todos 2;tttom
2696;nivel del cargo;tttom;0,06499;Toma de decisiones;todos 2;tttom
2697;nent;tttom;0,062361;Toma de decisiones;todos 2;tttom
2698;nnada;tttom;0,060146;Toma de decisiones;todos 2;tttom
2699;nemp;tttom;0,056378;Toma de decisiones;todos 2;tttom
2700;hijos;tttom;0,053346;Toma de decisiones;todos 2;tttom
2701;nnpay;tttom;0,050226;Toma de decisiones;todos 2;tttom
2702;tpay;tttom;0,038754;Toma de decisiones;todos 2;tttom
2703;nncox;tttom;0,036726;Toma de decisiones;todos 2;tttom
2704;nncon;tttom;0,032046;Toma de decisiones;todos 2;tttom
2705;antigüedad en la organización;tttom;0,028781;Toma de decisiones;todos 2;tttom
2706;trec;tttom;0,0;Toma de decisiones;todos 2;tttom
2707;norg;tttom;0,0;Toma de decisiones;todos 2;tttom
2708;ninn;tttom;0,0;Toma de decisiones;todos 2;tttom
2709;trit;tttom;0,0;Toma de decisiones;todos 2;tttom
2710;npro;tttom;0,0;Toma de decisiones;todos 2;tttom
2711;tpro;tttom;0,0;Toma de decisiones;todos 2;tttom
2712;nequ;tttom;0,0;Toma de decisiones;todos 2;tttom
2713;nada;tttom;0,0;Toma de decisiones;todos 2;tttom
2714;yrec;tttom;0,0;Toma de decisiones;todos 2;tttom
2715;ypay;tttom;0,0;Toma de decisiones;todos 2;tttom
2716;ttcox;tttom;0,0;Toma de decisiones;todos 2;tttom
2717;nrec;tttom;0,0;Toma de decisiones;todos 2;tttom
2718;yorg;tttom;0,0;Toma de decisiones;todos 2;tttom
2719;yequ;tttom;0,0;Toma de decisiones;todos 2;tttom
2720;antigüedad en el cargo;tttom;0,0;Toma de decisiones;todos 2;tttom
2721;estado civil;tttom;0,0;Toma de decisiones;todos 2;tttom
2722;yinn;tttom;0,0;Toma de decisiones;todos 2;tttom
2723;nnrit;tttom;0,0;Toma de decisiones;todos 2;tttom
2724;nnequ;tttom;0,0;Toma de decisiones;todos 2;tttom
2725;nncov;tttom;0,0;Toma de decisiones;todos 2;tttom
2726;nnpro;tttom;0,0;Toma de decisiones;todos 2;tttom
2727;ytom;tttom;0,0;Toma de decisiones;todos 2;tttom
2728;yemp;tttom;0,0;Toma de decisiones;todos 2;tttom
2729;nnrel;tttom;0,0;Toma de decisiones;todos 2;tttom
2730;tcox;tttom;0,0;Toma de decisiones;todos 2;tttom
2731;ncox;tttom;0,0;Toma de decisiones;todos 2;tttom
2732;yrit;tttom;0,0;Toma de decisiones;todos 2;tttom
2733;area;tttom;0,0;Toma de decisiones;todos 2;tttom
2734;nnsup;tttom;0,0;Toma de decisiones;todos 2;tttom
2735;yent;tttom;0,0;Toma de decisiones;todos 2;tttom
2736;nntom;tttom;0,0;Toma de decisiones;todos 2;tttom
2737;ycov;tttom;0,0;Toma de decisiones;todos 2;tttom
2738;ypay;ttcom;0,38521;Comunicacion;todos 2;ttcom
2739;tcom;ttcom;0,344087;Comunicacion;todos 2;ttcom
2740;nnrec;ttcom;0,306817;Comunicacion;todos 2;ttcom
2741;ttlid;ttcom;0,304837;Comunicacion;todos 2;ttcom
2742;tcov;ttcom;0,286416;Comunicacion;todos 2;ttcom
2743;ttrit;ttcom;0,261781;Comunicacion;todos 2;ttcom
2744;tinn;ttcom;0,260266;Comunicacion;todos 2;ttcom
2745;ntom;ttcom;0,258566;Comunicacion;todos 2;ttcom
2746;tpay;ttcom;0,24591;Comunicacion;todos 2;ttcom
2747;nncom;ttcom;0,236905;Comunicacion;todos 2;ttcom
2748;tlid;ttcom;0,235143;Comunicacion;todos 2;ttcom
2749;nnorg;ttcom;0,234693;Comunicacion;todos 2;ttcom
2750;ycom;ttcom;0,233005;Comunicacion;todos 2;ttcom
2751;nlid;ttcom;0,232331;Comunicacion;todos 2;ttcom
2752;nent;ttcom;0,231799;Comunicacion;todos 2;ttcom
2753;tent;ttcom;0,230555;Comunicacion;todos 2;ttcom
2754;edad;ttcom;0,226899;Comunicacion;todos 2;ttcom
2755;tequ;ttcom;0,223342;Comunicacion;todos 2;ttcom
2756;tsup;ttcom;0,222111;Comunicacion;todos 2;ttcom
2757;nntom;ttcom;0,220764;Comunicacion;todos 2;ttcom
2758;temp;ttcom;0,220539;Comunicacion;todos 2;ttcom
2759;ttequ;ttcom;0,219143;Comunicacion;todos 2;ttcom
2760;nnrit;ttcom;0,206116;Comunicacion;todos 2;ttcom
2761;yrit;ttcom;0,19983;Comunicacion;todos 2;ttcom
2762;nnpro;ttcom;0,199608;Comunicacion;todos 2;ttcom
2763;trit;ttcom;0,199306;Comunicacion;todos 2;ttcom
2764;yemp;ttcom;0,194691;Comunicacion;todos 2;ttcom
2765;nrel;ttcom;0,193299;Comunicacion;todos 2;ttcom
2766;nncon;ttcom;0,192935;Comunicacion;todos 2;ttcom
2767;nncox;ttcom;0,18926;Comunicacion;todos 2;ttcom
2768;ttpay;ttcom;0,187391;Comunicacion;todos 2;ttcom
2769;ylid;ttcom;0,18572;Comunicacion;todos 2;ttcom
2770;norg;ttcom;0,182425;Comunicacion;todos 2;ttcom
2771;nnpay;ttcom;0,17967;Comunicacion;todos 2;ttcom
2772;ttpro;ttcom;0,174759;Comunicacion;todos 2;ttcom
2773;ninn;ttcom;0,174217;Comunicacion;todos 2;ttcom
2774;nrit;ttcom;0,172662;Comunicacion;todos 2;ttcom
2775;nnemp;ttcom;0,165459;Comunicacion;todos 2;ttcom
2776;ncom;ttcom;0,164288;Comunicacion;todos 2;ttcom
2777;tcon;ttcom;0,164167;Comunicacion;todos 2;ttcom
2778;ncov;ttcom;0,162972;Comunicacion;todos 2;ttcom
2779;nnlid;ttcom;0,16118;Comunicacion;todos 2;ttcom
2780;nninn;ttcom;0,15551;Comunicacion;todos 2;ttcom
2781;ttorg;ttcom;0,149355;Comunicacion;todos 2;ttcom
2782;tcox;ttcom;0,149258;Comunicacion;todos 2;ttcom
2783;ttret;ttcom;0,139709;Comunicacion;todos 2;ttcom
2784;tada;ttcom;0,135025;Comunicacion;todos 2;ttcom
2785;ttrec;ttcom;0,13254;Comunicacion;todos 2;ttcom
2786;nrec;ttcom;0,130367;Comunicacion;todos 2;ttcom
2787;nnada;ttcom;0,12728;Comunicacion;todos 2;ttcom
2788;trel;ttcom;0,126828;Comunicacion;todos 2;ttcom
2789;yada;ttcom;0,126403;Comunicacion;todos 2;ttcom
2790;educacion;ttcom;0,122819;Comunicacion;todos 2;ttcom
2791;npro;ttcom;0,122717;Comunicacion;todos 2;ttcom
2792;nnsup;ttcom;0,121464;Comunicacion;todos 2;ttcom
2793;yent;ttcom;0,120797;Comunicacion;todos 2;ttcom
2794;antigüedad en el cargo;ttcom;0,120694;Comunicacion;todos 2;ttcom
2795;torg;ttcom;0,115171;Comunicacion;todos 2;ttcom
2796;ttom;ttcom;0,113351;Comunicacion;todos 2;ttcom
2797;hijos;ttcom;0,107592;Comunicacion;todos 2;ttcom
2798;nequ;ttcom;0,107464;Comunicacion;todos 2;ttcom
2799;yinn;ttcom;0,09967;Comunicacion;todos 2;ttcom
2800;nivel del cargo;ttcom;0,099072;Comunicacion;todos 2;ttcom
2801;nnequ;ttcom;0,097469;Comunicacion;todos 2;ttcom
2802;yret;ttcom;0,092366;Comunicacion;todos 2;ttcom
2803;ytom;ttcom;0,090339;Comunicacion;todos 2;ttcom
2804;tpro;ttcom;0,089778;Comunicacion;todos 2;ttcom
2805;trec;ttcom;0,087622;Comunicacion;todos 2;ttcom
2806;ncon;ttcom;0,087009;Comunicacion;todos 2;ttcom
2807;yequ;ttcom;0,086078;Comunicacion;todos 2;ttcom
2808;nsup;ttcom;0,084007;Comunicacion;todos 2;ttcom
2809;tret;ttcom;0,083943;Comunicacion;todos 2;ttcom
2810;ycov;ttcom;0,082273;Comunicacion;todos 2;ttcom
2811;yrel;ttcom;0,082105;Comunicacion;todos 2;ttcom
2812;nncov;ttcom;0,073331;Comunicacion;todos 2;ttcom
2813;nret;ttcom;0,061146;Comunicacion;todos 2;ttcom
2814;yrec;ttcom;0,05332;Comunicacion;todos 2;ttcom
2815;antigüedad en la organización;ttcom;0,052905;Comunicacion;todos 2;ttcom
2816;ycox;ttcom;0,047914;Comunicacion;todos 2;ttcom
2817;ypro;ttcom;0,046002;Comunicacion;todos 2;ttcom
2818;ycon;ttcom;0,026257;Comunicacion;todos 2;ttcom
2819;nada;ttcom;0,0;Comunicacion;todos 2;ttcom
2820;npay;ttcom;0,0;Comunicacion;todos 2;ttcom
2821;ttcon;ttcom;0,0;Comunicacion;todos 2;ttcom
2822;ttcox;ttcom;0,0;Comunicacion;todos 2;ttcom
2823;yorg;ttcom;0,0;Comunicacion;todos 2;ttcom
2824;estado civil;ttcom;0,0;Comunicacion;todos 2;ttcom
2825;nnret;ttcom;0,0;Comunicacion;todos 2;ttcom
2826;area;ttcom;0,0;Comunicacion;todos 2;ttcom
2827;nnrel;ttcom;0,0;Comunicacion;todos 2;ttcom
2828;ysup;ttcom;0,0;Comunicacion;todos 2;ttcom
2829;nemp;ttcom;0,0;Comunicacion;todos 2;ttcom
2830;ncox;ttcom;0,0;Comunicacion;todos 2;ttcom
2831;genero;ttcom;0,0;Comunicacion;todos 2;ttcom
2832;nnent;ttcom;0,0;Comunicacion;todos 2;ttcom
2833;nsup;nnrit;0,384235;Rituales;nosotros 2;nnrit
2834;nlid;nnrit;0,378831;Rituales;nosotros 2;nnrit
2835;nrit;nnrit;0,365045;Rituales;nosotros 2;nnrit
2836;nnlid;nnrit;0,358546;Rituales;nosotros 2;nnrit
2837;nrec;nnrit;0,348146;Rituales;nosotros 2;nnrit
2838;nret;nnrit;0,343257;Rituales;nosotros 2;nnrit
2839;ntom;nnrit;0,340195;Rituales;nosotros 2;nnrit
2840;nnorg;nnrit;0,311495;Rituales;nosotros 2;nnrit
2841;ncov;nnrit;0,3069;Rituales;nosotros 2;nnrit
2842;nnrec;nnrit;0,303882;Rituales;nosotros 2;nnrit
2843;norg;nnrit;0,299186;Rituales;nosotros 2;nnrit
2844;ncom;nnrit;0,283108;Rituales;nosotros 2;nnrit
2845;yrit;nnrit;0,260442;Rituales;nosotros 2;nnrit
2846;npay;nnrit;0,23952;Rituales;nosotros 2;nnrit
2847;nncox;nnrit;0,235249;Rituales;nosotros 2;nnrit
2848;nrel;nnrit;0,208466;Rituales;nosotros 2;nnrit
2849;nemp;nnrit;0,205887;Rituales;nosotros 2;nnrit
2850;nncon;nnrit;0,196985;Rituales;nosotros 2;nnrit
2851;nnpro;nnrit;0,190298;Rituales;nosotros 2;nnrit
2852;ycom;nnrit;0,185057;Rituales;nosotros 2;nnrit
2853;nada;nnrit;0,181091;Rituales;nosotros 2;nnrit
2854;ylid;nnrit;0,163355;Rituales;nosotros 2;nnrit
2855;nnret;nnrit;0,159729;Rituales;nosotros 2;nnrit
2856;ypro;nnrit;0,156348;Rituales;nosotros 2;nnrit
2857;npro;nnrit;0,155449;Rituales;nosotros 2;nnrit
2858;ycox;nnrit;0,151457;Rituales;nosotros 2;nnrit
2859;nnpay;nnrit;0,144441;Rituales;nosotros 2;nnrit
2860;genero;nnrit;0,141081;Rituales;nosotros 2;nnrit
2861;nequ;nnrit;0,135676;Rituales;nosotros 2;nnrit
2862;ysup;nnrit;0,13063;Rituales;nosotros 2;nnrit
2863;yemp;nnrit;0,123125;Rituales;nosotros 2;nnrit
2864;nent;nnrit;0,115441;Rituales;nosotros 2;nnrit
2865;nivel del cargo;nnrit;0,115007;Rituales;nosotros 2;nnrit
2866;yequ;nnrit;0,106172;Rituales;nosotros 2;nnrit
2867;ninn;nnrit;0,099088;Rituales;nosotros 2;nnrit
2868;ncon;nnrit;0,098801;Rituales;nosotros 2;nnrit
2869;hijos;nnrit;0,083662;Rituales;nosotros 2;nnrit
2870;nnequ;nnrit;0,083219;Rituales;nosotros 2;nnrit
2871;yret;nnrit;0,082904;Rituales;nosotros 2;nnrit
2872;yent;nnrit;0,059702;Rituales;nosotros 2;nnrit
2873;yrec;nnrit;0,03264;Rituales;nosotros 2;nnrit
2874;ncox;nnrit;0,029357;Rituales;nosotros 2;nnrit
2875;edad;nnrit;0,026013;Rituales;nosotros 2;nnrit
2876;antigüedad en el cargo;nnrit;0,0;Rituales;nosotros 2;nnrit
2877;educacion;nnrit;0,0;Rituales;nosotros 2;nnrit
2878;ycon;nnrit;0,0;Rituales;nosotros 2;nnrit
2879;ypay;nnrit;0,0;Rituales;nosotros 2;nnrit
2880;antigüedad en la organización;nnrit;0,0;Rituales;nosotros 2;nnrit
2881;yrel;nnrit;0,0;Rituales;nosotros 2;nnrit
2882;yinn;nnrit;0,0;Rituales;nosotros 2;nnrit
2883;ytom;nnrit;0,0;Rituales;nosotros 2;nnrit
2884;yada;nnrit;0,0;Rituales;nosotros 2;nnrit
2885;area;nnrit;0,0;Rituales;nosotros 2;nnrit
2886;ycov;nnrit;0,0;Rituales;nosotros 2;nnrit
2887;yorg;nnrit;0,0;Rituales;nosotros 2;nnrit
2888;estado civil;nnrit;0,0;Rituales;nosotros 2;nnrit
2889;nnequ;nntom;0,382951;Toma de decisiones;nosotros 2;nntom
2890;nncox;nntom;0,309144;Toma de decisiones;nosotros 2;nntom
2891;nrel;nntom;0,30562;Toma de decisiones;nosotros 2;nntom
2892;nent;nntom;0,285515;Toma de decisiones;nosotros 2;nntom
2893;nnrec;nntom;0,251401;Toma de decisiones;nosotros 2;nntom
2894;nncom;nntom;0,245125;Toma de decisiones;nosotros 2;nntom
2895;nnada;nntom;0,237926;Toma de decisiones;nosotros 2;nntom
2896;nncon;nntom;0,237373;Toma de decisiones;nosotros 2;nntom
2897;ylid;nntom;0,213108;Toma de decisiones;nosotros 2;nntom
2898;ninn;nntom;0,210235;Toma de decisiones;nosotros 2;nntom
2899;ncox;nntom;0,205956;Toma de decisiones;nosotros 2;nntom
2900;ntom;nntom;0,199945;Toma de decisiones;nosotros 2;nntom
2901;nnret;nntom;0,18426;Toma de decisiones;nosotros 2;nntom
2902;ycov;nntom;0,184157;Toma de decisiones;nosotros 2;nntom
2903;nrit;nntom;0,182994;Toma de decisiones;nosotros 2;nntom
2904;nsup;nntom;0,179344;Toma de decisiones;nosotros 2;nntom
2905;nada;nntom;0,171648;Toma de decisiones;nosotros 2;nntom
2906;nlid;nntom;0,169112;Toma de decisiones;nosotros 2;nntom
2907;nnlid;nntom;0,168895;Toma de decisiones;nosotros 2;nntom
2908;antigüedad en el cargo;nntom;0,158624;Toma de decisiones;nosotros 2;nntom
2909;nnpro;nntom;0,157633;Toma de decisiones;nosotros 2;nntom
2910;nncov;nntom;0,156822;Toma de decisiones;nosotros 2;nntom
2911;ncom;nntom;0,156201;Toma de decisiones;nosotros 2;nntom
2912;nnpay;nntom;0,153743;Toma de decisiones;nosotros 2;nntom
2913;ncov;nntom;0,150121;Toma de decisiones;nosotros 2;nntom
2914;educacion;nntom;0,141975;Toma de decisiones;nosotros 2;nntom
2915;ncon;nntom;0,140574;Toma de decisiones;nosotros 2;nntom
2916;ysup;nntom;0,140059;Toma de decisiones;nosotros 2;nntom
2917;norg;nntom;0,138032;Toma de decisiones;nosotros 2;nntom
2918;nninn;nntom;0,131037;Toma de decisiones;nosotros 2;nntom
2919;nrec;nntom;0,1302;Toma de decisiones;nosotros 2;nntom
2920;yrel;nntom;0,129441;Toma de decisiones;nosotros 2;nntom
2921;nnent;nntom;0,12304;Toma de decisiones;nosotros 2;nntom
2922;nequ;nntom;0,117233;Toma de decisiones;nosotros 2;nntom
2923;nnrit;nntom;0,115535;Toma de decisiones;nosotros 2;nntom
2924;npay;nntom;0,114128;Toma de decisiones;nosotros 2;nntom
2925;ycom;nntom;0,113561;Toma de decisiones;nosotros 2;nntom
2926;ypro;nntom;0,104421;Toma de decisiones;nosotros 2;nntom
2927;npro;nntom;0,101692;Toma de decisiones;nosotros 2;nntom
2928;yada;nntom;0,091582;Toma de decisiones;nosotros 2;nntom
2929;ycon;nntom;0,091252;Toma de decisiones;nosotros 2;nntom
2930;yret;nntom;0,079911;Toma de decisiones;nosotros 2;nntom
2931;nret;nntom;0,074578;Toma de decisiones;nosotros 2;nntom
2932;yequ;nntom;0,071266;Toma de decisiones;nosotros 2;nntom
2933;nnorg;nntom;0,064439;Toma de decisiones;nosotros 2;nntom
2934;estado civil;nntom;0,062502;Toma de decisiones;nosotros 2;nntom
2935;nivel del cargo;nntom;0,046981;Toma de decisiones;nosotros 2;nntom
2936;yemp;nntom;0,044246;Toma de decisiones;nosotros 2;nntom
2937;yinn;nntom;0,022692;Toma de decisiones;nosotros 2;nntom
2938;nemp;nntom;0,017182;Toma de decisiones;nosotros 2;nntom
2939;yrec;nntom;0,0;Toma de decisiones;nosotros 2;nntom
2940;antigüedad en la organización;nntom;0,0;Toma de decisiones;nosotros 2;nntom
2941;yrit;nntom;0,0;Toma de decisiones;nosotros 2;nntom
2942;yorg;nntom;0,0;Toma de decisiones;nosotros 2;nntom
2943;ypay;nntom;0,0;Toma de decisiones;nosotros 2;nntom
2944;ycox;nntom;0,0;Toma de decisiones;nosotros 2;nntom
2945;edad;nntom;0,0;Toma de decisiones;nosotros 2;nntom
2946;hijos;nntom;0,0;Toma de decisiones;nosotros 2;nntom
2947;ytom;nntom;0,0;Toma de decisiones;nosotros 2;nntom
2948;area;nntom;0,0;Toma de decisiones;nosotros 2;nntom
2949;genero;nntom;0,0;Toma de decisiones;nosotros 2;nntom
2950;yent;nntom;0,0;Toma de decisiones;nosotros 2;nntom
2951;ncom;nnorg;0,378402;Orgullo (eNps);nosotros 2;nnorg
2952;nrec;nnorg;0,341926;Orgullo (eNps);nosotros 2;nnorg
2953;ncov;nnorg;0,336167;Orgullo (eNps);nosotros 2;nnorg
2954;ntom;nnorg;0,332734;Orgullo (eNps);nosotros 2;nnorg
2955;nret;nnorg;0,310788;Orgullo (eNps);nosotros 2;nnorg
2956;norg;nnorg;0,304182;Orgullo (eNps);nosotros 2;nnorg
2957;nlid;nnorg;0,297419;Orgullo (eNps);nosotros 2;nnorg
2958;nsup;nnorg;0,295854;Orgullo (eNps);nosotros 2;nnorg
2959;ncon;nnorg;0,276048;Orgullo (eNps);nosotros 2;nnorg
2960;nent;nnorg;0,232905;Orgullo (eNps);nosotros 2;nnorg
2961;nrel;nnorg;0,224858;Orgullo (eNps);nosotros 2;nnorg
2962;nncox;nnorg;0,224596;Orgullo (eNps);nosotros 2;nnorg
2963;npay;nnorg;0,203362;Orgullo (eNps);nosotros 2;nnorg
2964;yada;nnorg;0,199661;Orgullo (eNps);nosotros 2;nnorg
2965;nrit;nnorg;0,191337;Orgullo (eNps);nosotros 2;nnorg
2966;nada;nnorg;0,187112;Orgullo (eNps);nosotros 2;nnorg
2967;nnpro;nnorg;0,186875;Orgullo (eNps);nosotros 2;nnorg
2968;nemp;nnorg;0,18594;Orgullo (eNps);nosotros 2;nnorg
2969;ncox;nnorg;0,173699;Orgullo (eNps);nosotros 2;nnorg
2970;nnequ;nnorg;0,171119;Orgullo (eNps);nosotros 2;nnorg
2971;yorg;nnorg;0,159645;Orgullo (eNps);nosotros 2;nnorg
2972;ylid;nnorg;0,154034;Orgullo (eNps);nosotros 2;nnorg
2973;ycox;nnorg;0,141345;Orgullo (eNps);nosotros 2;nnorg
2974;antigüedad en la organización;nnorg;0,131668;Orgullo (eNps);nosotros 2;nnorg
2975;ninn;nnorg;0,127513;Orgullo (eNps);nosotros 2;nnorg
2976;yrit;nnorg;0,125628;Orgullo (eNps);nosotros 2;nnorg
2977;edad;nnorg;0,101252;Orgullo (eNps);nosotros 2;nnorg
2978;genero;nnorg;0,092409;Orgullo (eNps);nosotros 2;nnorg
2979;ytom;nnorg;0,08087;Orgullo (eNps);nosotros 2;nnorg
2980;ycon;nnorg;0,057731;Orgullo (eNps);nosotros 2;nnorg
2981;npro;nnorg;0,055931;Orgullo (eNps);nosotros 2;nnorg
2982;area;nnorg;0,054008;Orgullo (eNps);nosotros 2;nnorg
2983;nequ;nnorg;0,038133;Orgullo (eNps);nosotros 2;nnorg
2984;yequ;nnorg;0,036615;Orgullo (eNps);nosotros 2;nnorg
2985;educacion;nnorg;0,035825;Orgullo (eNps);nosotros 2;nnorg
2986;yrec;nnorg;0,021255;Orgullo (eNps);nosotros 2;nnorg
2987;ypro;nnorg;0,0;Orgullo (eNps);nosotros 2;nnorg
2988;hijos;nnorg;0,0;Orgullo (eNps);nosotros 2;nnorg
2989;antigüedad en el cargo;nnorg;0,0;Orgullo (eNps);nosotros 2;nnorg
2990;ypay;nnorg;0,0;Orgullo (eNps);nosotros 2;nnorg
2991;yret;nnorg;0,0;Orgullo (eNps);nosotros 2;nnorg
2992;nivel del cargo;nnorg;0,0;Orgullo (eNps);nosotros 2;nnorg
2993;yrel;nnorg;0,0;Orgullo (eNps);nosotros 2;nnorg
2994;yinn;nnorg;0,0;Orgullo (eNps);nosotros 2;nnorg
2995;yemp;nnorg;0,0;Orgullo (eNps);nosotros 2;nnorg
2996;ycov;nnorg;0,0;Orgullo (eNps);nosotros 2;nnorg
2997;ycom;nnorg;0,0;Orgullo (eNps);nosotros 2;nnorg
2998;yent;nnorg;0,0;Orgullo (eNps);nosotros 2;nnorg
2999;ysup;nnorg;0,0;Orgullo (eNps);nosotros 2;nnorg
3000;estado civil;nnorg;0,0;Orgullo (eNps);nosotros 2;nnorg
3001;tcox;tret;0,376924;Retroalimentacion;todos 1;tret
3002;nncox;tret;0,362878;Retroalimentacion;todos 1;tret
3003;tcon;tret;0,356066;Retroalimentacion;todos 1;tret
3004;nnret;tret;0,347435;Retroalimentacion;todos 1;tret
3005;nnsup;tret;0,325033;Retroalimentacion;todos 1;tret
3006;nnrec;tret;0,290622;Retroalimentacion;todos 1;tret
3007;nemp;tret;0,289729;Retroalimentacion;todos 1;tret
3008;nsup;tret;0,268817;Retroalimentacion;todos 1;tret
3009;nnlid;tret;0,268287;Retroalimentacion;todos 1;tret
3010;ntom;tret;0,268128;Retroalimentacion;todos 1;tret
3011;nrel;tret;0,267315;Retroalimentacion;todos 1;tret
3012;nret;tret;0,265248;Retroalimentacion;todos 1;tret
3013;nrit;tret;0,259281;Retroalimentacion;todos 1;tret
3014;nent;tret;0,257885;Retroalimentacion;todos 1;tret
3015;nlid;tret;0,251777;Retroalimentacion;todos 1;tret
3016;tequ;tret;0,244497;Retroalimentacion;todos 1;tret
3017;nncom;tret;0,239162;Retroalimentacion;todos 1;tret
3018;nnpay;tret;0,234181;Retroalimentacion;todos 1;tret
3019;nnrit;tret;0,232527;Retroalimentacion;todos 1;tret
3020;ncov;tret;0,232232;Retroalimentacion;todos 1;tret
3021;nrec;tret;0,231017;Retroalimentacion;todos 1;tret
3022;norg;tret;0,224715;Retroalimentacion;todos 1;tret
3023;npro;tret;0,222079;Retroalimentacion;todos 1;tret
3024;nnpro;tret;0,21575;Retroalimentacion;todos 1;tret
3025;tpay;tret;0,215506;Retroalimentacion;todos 1;tret
3026;ylid;tret;0,213501;Retroalimentacion;todos 1;tret
3027;yrec;tret;0,209078;Retroalimentacion;todos 1;tret
3028;tpro;tret;0,206288;Retroalimentacion;todos 1;tret
3029;ninn;tret;0,204188;Retroalimentacion;todos 1;tret
3030;yada;tret;0,199003;Retroalimentacion;todos 1;tret
3031;nnemp;tret;0,18495;Retroalimentacion;todos 1;tret
3032;ncon;tret;0,181955;Retroalimentacion;todos 1;tret
3033;torg;tret;0,181827;Retroalimentacion;todos 1;tret
3034;nntom;tret;0,178221;Retroalimentacion;todos 1;tret
3035;nnada;tret;0,176972;Retroalimentacion;todos 1;tret
3036;nada;tret;0,174551;Retroalimentacion;todos 1;tret
3037;ncox;tret;0,17059;Retroalimentacion;todos 1;tret
3038;nncon;tret;0,166056;Retroalimentacion;todos 1;tret
3039;yrit;tret;0,151813;Retroalimentacion;todos 1;tret
3040;nequ;tret;0,142208;Retroalimentacion;todos 1;tret
3041;nnequ;tret;0,119845;Retroalimentacion;todos 1;tret
3042;nnrel;tret;0,114249;Retroalimentacion;todos 1;tret
3043;nnorg;tret;0,109598;Retroalimentacion;todos 1;tret
3044;yrel;tret;0,108413;Retroalimentacion;todos 1;tret
3045;ycom;tret;0,103481;Retroalimentacion;todos 1;tret
3046;ncom;tret;0,099191;Retroalimentacion;todos 1;tret
3047;nninn;tret;0,097214;Retroalimentacion;todos 1;tret
3048;genero;tret;0,093552;Retroalimentacion;todos 1;tret
3049;ycox;tret;0,086258;Retroalimentacion;todos 1;tret
3050;antigüedad en la organización;tret;0,079853;Retroalimentacion;todos 1;tret
3051;antigüedad en el cargo;tret;0,058695;Retroalimentacion;todos 1;tret
3052;nncov;tret;0,058195;Retroalimentacion;todos 1;tret
3053;yequ;tret;0,051504;Retroalimentacion;todos 1;tret
3054;hijos;tret;0,031264;Retroalimentacion;todos 1;tret
3055;npay;tret;0,030409;Retroalimentacion;todos 1;tret
3056;ypro;tret;0,02687;Retroalimentacion;todos 1;tret
3057;yinn;tret;0,01344;Retroalimentacion;todos 1;tret
3058;educacion;tret;0,0;Retroalimentacion;todos 1;tret
3059;yorg;tret;0,0;Retroalimentacion;todos 1;tret
3060;yret;tret;0,0;Retroalimentacion;todos 1;tret
3061;ypay;tret;0,0;Retroalimentacion;todos 1;tret
3062;edad;tret;0,0;Retroalimentacion;todos 1;tret
3063;ycon;tret;0,0;Retroalimentacion;todos 1;tret
3064;estado civil;tret;0,0;Retroalimentacion;todos 1;tret
3065;nivel del cargo;tret;0,0;Retroalimentacion;todos 1;tret
3066;ytom;tret;0,0;Retroalimentacion;todos 1;tret
3067;area;tret;0,0;Retroalimentacion;todos 1;tret
3068;yemp;tret;0,0;Retroalimentacion;todos 1;tret
3069;yent;tret;0,0;Retroalimentacion;todos 1;tret
3070;nnent;tret;0,0;Retroalimentacion;todos 1;tret
3071;ycov;tret;0,0;Retroalimentacion;todos 1;tret
3072;ysup;tret;0,0;Retroalimentacion;todos 1;tret
3073;tada;ttequ;0,376402;Equilibrio;todos 2;ttequ
3074;tinn;ttequ;0,375394;Equilibrio;todos 2;ttequ
3075;ttom;ttequ;0,34039;Equilibrio;todos 2;ttequ
3076;temp;ttequ;0,322597;Equilibrio;todos 2;ttequ
3077;nnsup;ttequ;0,321408;Equilibrio;todos 2;ttequ
3078;tsup;ttequ;0,313553;Equilibrio;todos 2;ttequ
3079;nnemp;ttequ;0,301691;Equilibrio;todos 2;ttequ
3080;tequ;ttequ;0,298027;Equilibrio;todos 2;ttequ
3081;tlid;ttequ;0,294781;Equilibrio;todos 2;ttequ
3082;trel;ttequ;0,293845;Equilibrio;todos 2;ttequ
3083;tcom;ttequ;0,288367;Equilibrio;todos 2;ttequ
3084;nsup;ttequ;0,287355;Equilibrio;todos 2;ttequ
3085;tent;ttequ;0,282315;Equilibrio;todos 2;ttequ
3086;nnpay;ttequ;0,277153;Equilibrio;todos 2;ttequ
3087;trit;ttequ;0,272905;Equilibrio;todos 2;ttequ
3088;tcon;ttequ;0,27006;Equilibrio;todos 2;ttequ
3089;nnpro;ttequ;0,269056;Equilibrio;todos 2;ttequ
